urb,age,hhchildsuppgrant,no_schooling,secondary,female,married,groupafrican,groupcoloured,hourlyincome,agemp
0,45,0,0,0,0,1,0,1,2.1897995,1
0,31,0,0,0,0,1,0,1,2.0944896,1
0,47,0,0,0,0,1,0,1,1.9769951,1
0,19,0,0,0,0,0,1,0,1.552742,1
0,54,0,0,0,0,1,0,1,1.1705192,0
0,47,0,0,0,1,1,0,1,2.6360869,0
0,34,0,0,0,0,1,0,1,2.9031496,1
0,22,0,0,0,0,0,0,0,1.7197961,1
0,62,0,1,0,0,1,0,1,2.1139998,1
0,39,0,0,0,0,1,0,1,2.376364,0
0,33,0,0,0,0,1,0,1,2.0457764,1
0,45,0,1,0,0,0,0,1,2.2585812,1
0,45,0,1,0,1,0,0,1,1.6832168,1
0,48,0,0,0,1,1,0,1,2.4512415,0
0,34,0,0,0,1,1,1,0,1.7450922,1
1,64,0,0,0,0,1,0,1,2.9359798,0
0,59,0,0,0,0,1,0,1,2.3250709,1
0,49,0,0,0,0,1,0,1,2.8567066,1
1,35,0,0,1,0,0,0,1,2.974201,0
0,19,0,0,0,1,0,0,1,1.9438703,1
0,37,0,0,0,0,0,0,1,2.8567066,1
1,34,0,0,0,1,0,0,1,2.9517283,0
0,33,0,0,0,1,1,0,1,2.5202343,0
1,32,0,0,0,0,1,1,0,2.0354376,0
0,38,0,0,0,0,1,0,0,4.2995715,1
0,59,1,1,0,1,1,0,1,1.8655382,1
0,41,0,0,1,0,1,0,1,3.9065287,0
0,60,0,1,0,0,1,0,1,2.0354376,0
1,25,0,0,0,0,1,0,1,2.4817245,0
1,33,0,0,0,1,0,0,1,3.0592308,0
1,29,0,0,1,1,0,0,1,4.4818931,0
0,28,0,0,0,0,1,0,1,2.5860846,1
1,24,0,0,0,0,0,0,1,2.1806192,1
1,43,0,0,1,0,1,0,1,3.7626584,0
0,57,0,1,0,0,1,0,1,2.0627065,1
0,43,0,1,0,0,1,0,1,2.4817245,1
0,29,0,0,1,1,1,0,1,1.901906,1
1,38,0,0,0,0,0,0,1,2.1334178,0
1,47,0,0,0,1,0,0,1,3.502063,0
0,50,0,1,0,0,1,0,1,3.5010636,0
1,39,0,0,1,1,0,0,1,2.7330389,0
0,30,0,0,1,1,1,0,1,2.7305357,1
1,29,0,0,0,0,1,0,1,2.6225133,0
0,29,0,0,1,0,0,0,1,3.1748717,0
0,24,0,0,0,0,1,1,0,1.784313,1
0,26,0,0,0,1,0,0,1,2.3538911,1
0,30,0,0,1,1,0,0,1,1.603174,1
0,19,0,0,0,1,0,0,1,2.3037932,1
0,23,0,0,0,0,0,0,1,2.2984023,1
0,53,0,0,0,1,0,0,1,2.1751995,1
1,45,0,0,0,0,1,0,1,2.1837621,0
0,28,0,0,1,1,0,0,1,3.0695112,1
1,44,1,0,1,0,0,0,1,2.9693456,0
0,32,1,0,0,1,1,1,0,2.0886819,0
0,38,0,0,0,0,1,0,1,1.8916259,1
0,45,0,0,0,1,1,0,1,2.3231194,0
0,41,0,1,0,0,1,0,1,1.5526503,1
1,47,0,0,0,0,1,0,1,3.8285673,1
0,23,1,0,1,0,0,0,1,2.1250496,1
0,27,0,0,0,0,0,0,1,2.1837621,1
1,55,0,0,0,0,1,1,0,2.0094087,0
1,21,0,0,1,0,0,1,0,3.5237665,0
1,24,0,0,0,1,0,0,1,2.6013024,0
1,22,0,0,0,0,0,0,1,2.3215559,0
0,38,0,0,0,1,1,0,1,2.3983428,0
0,19,0,0,1,1,0,0,1,2.3091552,1
1,31,0,0,1,1,0,0,1,2.664046,0
0,20,1,0,1,1,0,0,1,1.8875172,1
1,31,1,0,0,0,1,0,1,3.8885102,0
0,22,0,0,1,1,0,0,1,2.2496123,0
1,19,0,0,1,0,0,0,1,2.8784559,0
0,21,0,0,0,1,0,0,1,3.3957031,0
1,27,0,0,0,0,0,1,0,2.8871894,0
0,35,0,0,0,0,0,0,1,2.2710035,1
0,29,0,0,1,0,0,0,1,1.9063604,1
0,20,0,0,0,0,0,0,1,2.1250496,1
0,34,0,0,0,0,1,0,1,2.2984023,1
1,47,0,0,1,0,1,0,1,2.6648157,0
1,23,0,0,1,0,0,0,1,3.7344875,0
1,50,0,0,0,0,1,0,1,3.2133815,0
0,47,0,0,0,0,0,0,1,2.1660626,1
0,37,0,0,0,1,1,0,1,1.6039436,0
1,20,0,0,1,1,0,0,1,2.9517283,0
0,50,1,0,0,0,1,0,1,2.5586855,1
0,21,0,0,1,0,1,0,1,2.3503354,1
0,34,0,0,0,1,1,0,1,2.2970908,0
0,50,0,0,0,0,1,0,1,1.4704123,1
0,48,0,1,0,1,1,0,1,2.2585812,0
1,22,0,0,1,0,0,0,1,3.0695112,0
1,30,0,0,0,0,0,0,1,3.3642044,0
0,52,0,0,1,0,1,0,1,3.5010636,0
0,28,0,0,0,1,0,0,1,1.603174,1
0,54,0,0,0,0,1,0,1,2.2970908,1
0,32,1,0,0,1,1,0,1,3.2765253,0
1,42,0,0,1,1,1,0,1,3.7626584,0
0,45,0,1,0,0,1,0,1,2.2984023,1
0,44,0,0,0,1,1,0,1,2.5305147,0
0,28,1,0,0,1,1,0,1,2.4817245,1
0,50,0,0,0,0,1,0,1,2.4817245,1
0,47,0,0,0,0,1,0,1,2.0886819,1
1,28,0,0,0,1,1,0,1,1.2369297,0
1,50,0,0,0,1,1,0,1,2.1009519,1
0,35,0,1,0,0,1,0,1,2.1532204,1
1,38,0,0,1,1,0,0,1,2.0354376,1
0,42,0,0,0,1,1,0,1,2.5098953,0
0,44,0,0,0,0,1,0,1,2.5161259,1
0,36,0,0,0,1,1,0,1,4.0503407,1
1,29,0,0,0,0,0,0,1,2.0406613,0
0,39,0,0,0,1,1,0,1,2.664046,0
0,30,0,0,0,0,0,0,1,2.4896927,1
0,37,0,0,1,1,1,0,1,2.2970908,0
0,55,0,0,0,0,0,0,0,3.4545436,0
0,54,0,0,0,1,1,0,1,2.0886819,1
1,29,0,0,0,0,0,0,1,2.5847731,0
1,42,0,0,0,0,1,1,0,5.0051408,0
0,60,0,0,0,0,1,0,1,2.0886819,1
1,48,0,0,0,0,1,0,1,3.3571932,0
0,35,1,0,0,0,1,0,1,2.4251542,1
1,27,0,0,0,0,0,0,1,3.2926548,0
0,38,0,0,0,0,0,0,1,2.3589661,1
0,50,0,0,0,0,1,1,0,3.4241633,1
0,25,0,0,0,0,1,0,1,2.1806192,1
0,52,0,0,0,0,0,0,1,1.7782969,1
0,29,0,0,0,0,1,0,1,2.647239,1
1,28,0,0,0,1,1,1,0,1.9063603,1
0,47,0,0,1,0,1,0,1,2.3841021,1
0,53,0,0,0,0,1,0,1,2.8086271,1
0,40,0,1,0,0,0,0,1,2.1586404,1
1,52,0,0,1,1,1,0,1,2.5202343,0
0,33,0,1,0,1,1,0,1,2.2984023,0
1,25,0,0,0,1,0,0,1,3.03106,0
1,24,0,0,1,0,0,0,1,3.0240488,0
0,31,0,0,0,0,1,0,1,2.6387281,0
0,40,0,0,0,0,1,0,1,2.7128363,1
1,29,0,0,1,1,1,0,1,3.1829224,0
0,44,1,0,0,1,1,0,1,2.3298805,0
0,28,0,0,0,0,1,0,1,2.4817245,1
0,46,0,0,0,0,1,0,1,3.7932,0
1,20,0,0,0,1,0,0,1,2.0886819,0
1,45,0,1,0,1,1,0,1,2.5995076,0
0,36,0,0,0,0,1,0,1,2.4479136,1
0,32,0,0,0,0,0,0,1,2.1793077,0
1,45,1,0,0,0,1,0,1,2.664046,0
1,22,1,0,0,0,0,0,1,2.0354376,0
0,23,0,0,0,1,1,0,1,2.1751995,1
0,29,1,0,0,0,1,0,1,2.2893527,1
0,25,0,0,1,1,0,0,1,2.2710035,1
0,48,0,1,0,1,1,0,1,2.1751995,1
0,36,1,1,0,0,1,0,1,2.376364,1
0,58,0,1,0,0,0,0,1,3.6981199,1
1,20,0,0,0,0,0,0,1,2.9694278,0
0,20,0,0,0,1,0,0,1,4.4558058,0
0,38,0,0,0,0,0,0,1,2.6648157,1
1,54,0,0,0,1,1,0,1,2.2970908,0
0,20,0,0,1,0,0,0,1,2.376364,1
0,35,0,0,0,1,1,0,1,2.1806192,1
0,20,0,0,1,1,0,0,1,2.5628436,1
0,46,0,0,0,0,0,0,1,2.1793077,1
0,53,0,0,0,1,1,0,1,2.2710035,1
0,18,0,0,0,1,0,0,1,2.2710035,1
0,36,0,0,0,0,1,0,1,2.4696519,1
0,38,0,0,0,1,0,0,1,2.4319339,0
0,31,1,1,0,0,1,0,1,2.0639894,1
0,27,1,0,0,0,0,0,1,2.2428327,1
0,27,0,0,0,1,0,0,1,1.970899,1
1,24,0,0,0,0,0,0,1,3.2133815,0
0,51,0,1,0,0,1,0,1,1.4345255,1
1,25,0,0,0,1,0,0,1,3.1872942,0
1,52,0,0,0,1,1,0,1,2.5995076,0
0,60,0,1,0,0,1,0,1,2.894928,1
1,40,0,0,1,1,1,0,1,2.4153676,0
0,30,0,0,0,0,0,0,1,2.2585812,1
0,31,0,1,0,0,1,0,1,2.0601301,1
1,32,0,0,1,1,1,0,1,3.1591234,0
0,31,0,0,0,0,1,0,1,3.2353604,0
1,60,0,0,1,1,1,0,0,3.2133815,0
1,41,0,0,0,1,1,0,1,4.1296721,0
0,29,0,0,0,1,1,0,1,2.2585812,1
0,29,0,0,0,0,1,0,1,2.2984023,1
0,20,0,0,1,0,0,0,1,2.1837621,1
0,22,1,0,1,1,0,0,1,1.8875172,1
0,22,0,0,0,0,0,0,1,3.0695112,0
0,22,0,0,0,0,0,0,1,2.4461265,1
0,36,0,0,1,0,1,0,1,2.0628979,1
1,58,0,0,0,0,1,0,1,2.7620265,0
0,46,0,0,0,1,0,1,0,2.0659792,0
0,37,0,1,0,1,1,0,1,2.2428327,0
1,52,0,0,0,0,1,0,1,3.1237693,0
1,42,0,0,0,0,1,0,1,3.2926548,0
0,21,0,0,0,0,0,0,1,2.376364,0
0,55,0,1,0,1,1,0,1,1.5086335,0
1,40,0,0,0,1,1,1,0,3.2926548,0
0,40,0,0,0,0,0,0,1,2.2984023,1
0,42,0,0,0,0,1,0,1,2.2325523,1
0,41,0,0,1,1,1,0,1,2.1913722,1
1,24,1,0,0,1,0,0,1,2.376364,0
0,49,0,0,0,0,1,0,1,2.1751995,1
1,42,0,1,0,0,0,0,1,3.2320302,0
1,58,0,1,0,1,0,0,1,1.0851498,0
1,42,1,0,0,1,0,0,1,3.0695112,0
0,52,1,1,0,0,1,0,1,2.376364,1
1,46,0,0,0,1,1,0,1,4.5164299,0
1,25,0,0,1,1,1,0,1,2.8769093,0
1,41,0,0,0,1,0,0,1,2.5995076,0
0,42,0,0,0,0,1,1,0,2.0784016,1
1,38,0,0,1,0,0,1,0,2.664046,0
0,34,0,1,0,1,1,0,1,2.0196891,0
1,20,0,0,1,1,0,0,1,3.2126122,0
1,18,0,0,1,1,0,1,0,3.1872942,0
0,33,0,0,1,1,1,1,0,2.5995076,0
1,31,0,0,0,0,0,0,1,4.0991306,1
0,54,0,1,0,1,1,0,1,2.4941471,0
1,50,0,1,0,0,1,0,1,2.6640458,0
0,26,0,0,1,0,0,0,1,2.2790723,1
0,26,0,0,1,1,0,0,1,2.6577764,1
0,43,0,0,0,1,1,0,1,1.7477553,1
0,55,0,1,0,0,1,0,1,2.1793077,1
1,43,0,0,0,1,1,0,1,2.6301444,0
1,35,0,0,0,1,1,0,1,3.9568143,0
0,23,1,0,1,0,0,0,1,2.5161259,1
0,28,0,0,0,0,0,0,1,2.902457,0
0,24,0,0,1,0,1,0,1,2.3660839,1
1,34,1,0,1,0,1,0,1,2.7025559,0
0,31,0,0,0,0,0,0,1,2.2710035,1
0,38,0,0,0,0,1,0,1,2.9128768,1
1,32,0,0,1,0,1,0,1,3.7813656,0
0,23,0,0,0,0,0,0,1,3.1909087,0
0,34,1,0,0,0,1,0,1,2.990238,0
1,63,0,1,0,0,0,0,1,2.376364,0
0,39,0,0,1,0,0,0,1,2.1793077,1
0,18,0,0,1,0,0,0,1,2.2585812,1
1,38,0,0,0,0,1,0,1,4.7835989,0
0,34,0,0,0,0,1,0,1,2.0784016,1
0,18,0,0,0,0,0,0,1,1.970899,1
0,34,1,0,0,0,1,0,1,2.6155446,0
0,44,0,0,0,1,1,0,1,2.3309016,1
0,48,0,0,0,0,1,0,1,1.9606185,1
0,60,0,0,0,1,1,0,1,4.0243115,0
0,48,0,0,0,1,1,0,1,1.8916256,0
1,37,0,0,1,1,1,0,1,2.9517283,0
1,34,0,0,0,0,0,0,1,2.376364,0
0,27,0,0,0,1,0,0,1,1.970899,1
1,23,0,0,0,1,0,0,1,3.2926548,0
1,23,0,0,0,1,0,0,1,3.03106,0
0,38,0,1,0,0,0,0,1,2.6387281,0
1,39,1,0,0,1,1,0,1,2.7818291,1
0,39,1,0,1,0,1,0,1,1.6729366,1
0,31,1,0,0,0,1,1,0,2.2585812,0
1,25,0,0,1,1,0,0,1,2.553669,0
1,40,0,0,0,1,0,0,1,2.8152771,0
0,21,0,0,0,0,0,0,1,3.0695114,0
0,32,0,1,0,0,1,1,0,1.8428355,1
1,22,0,0,1,1,0,0,1,2.4504719,0
0,28,0,0,0,1,1,0,1,2.2428327,1
0,20,0,0,0,0,0,0,1,1.4861605,1
0,39,0,0,0,1,1,0,1,2.2585809,1
0,18,0,0,1,0,0,0,1,1.5104176,0
0,36,1,0,0,1,1,0,1,1.9455811,1
0,26,0,0,0,0,0,0,1,2.990238,0
1,23,0,0,1,0,0,0,1,3.0695112,0
1,39,1,0,0,1,0,0,1,1.4600734,0
0,39,0,0,0,0,1,0,1,2.7818291,1
0,51,1,0,0,0,1,0,1,2.1793077,1
0,41,0,0,0,1,1,0,1,2.0886819,1
0,32,0,0,1,1,0,0,1,2.3037932,1
0,36,0,0,0,0,1,0,1,2.2710035,1
1,30,0,0,0,0,1,0,1,3.3571932,0
0,19,0,0,1,0,0,0,1,3.2779202,0
0,45,0,0,1,1,1,0,1,3.0695112,0
1,43,0,0,1,0,0,1,0,2.6365349,0
0,64,0,1,0,0,1,0,1,2.376364,1
1,40,0,0,0,0,1,0,1,2.5995076,0
0,55,0,0,0,0,1,0,1,3.4261861,0
1,36,0,0,0,0,1,0,1,2.1250496,1
0,49,0,0,1,1,0,0,0,3.6833851,0
1,55,0,0,1,1,1,0,1,3.0695112,0
0,29,0,0,1,0,0,0,1,2.664046,1
1,30,0,0,1,1,1,0,1,2.8567066,0
0,49,1,0,0,0,1,0,1,3.0262823,1
0,26,0,0,1,0,1,1,0,1.9606185,1
0,21,0,0,0,1,0,0,1,2.1806192,1
1,41,0,0,0,0,0,0,1,3.2926548,1
0,36,0,0,0,0,0,0,1,2.1532204,1
0,33,0,1,0,1,0,0,1,2.1806192,1
0,22,0,0,1,1,1,1,0,3.0695112,0
1,45,0,0,0,0,1,0,1,3.6023157,0
0,41,0,0,1,0,1,0,1,2.2383783,1
0,40,0,0,0,1,1,0,1,2.8079164,0
1,43,0,0,1,1,0,0,1,2.1940424,0
1,19,0,0,0,0,0,0,1,2.5995076,0
1,44,0,0,0,1,1,0,1,3.5803368,0
1,30,0,0,1,1,1,0,1,2.646986,0
0,28,0,0,0,1,1,0,1,2.519151,1
0,55,1,0,0,1,1,0,1,2.8192554,0
0,26,0,0,1,1,0,0,1,2.0008903,1
0,36,0,0,0,0,1,0,1,1.7377795,1
0,54,0,1,0,1,1,0,1,1.688018,1
0,32,0,0,0,0,1,0,1,2.2388489,1
0,19,0,0,0,0,0,0,1,2.2960074,1
0,25,0,0,1,0,0,0,1,2.4013679,1
0,22,0,0,0,0,0,0,1,2.0083251,1
0,21,0,0,1,1,0,0,1,1.7467306,0
1,28,0,0,0,1,1,0,0,4.0712948,0
1,44,0,0,0,0,0,0,0,2.535188,0
0,33,0,0,0,1,0,0,1,2.2960074,1
0,36,0,0,0,1,1,0,1,1.9313643,0
1,50,0,0,0,1,1,0,1,3.0056839,1
0,29,0,0,0,1,0,0,1,2.0832028,1
0,27,0,0,1,0,0,0,1,2.8556232,0
0,42,0,1,0,1,1,0,1,2.2089961,1
0,30,0,0,1,0,0,0,1,2.37605,1
0,58,0,1,0,0,1,0,1,1.8520912,1
1,19,0,0,0,1,0,0,1,2.3650002,0
1,46,0,0,0,1,1,1,0,1.7467306,0
0,19,0,0,0,1,1,0,1,1.6413701,1
0,26,0,0,1,0,0,1,0,2.3267789,1
0,59,0,1,0,0,1,1,0,1.7570108,1
0,39,0,0,0,0,1,0,1,1.8260037,1
1,52,0,0,1,1,1,0,0,3.5793121,0
0,23,1,0,0,1,0,0,1,2.1782243,1
0,41,0,0,0,0,1,0,1,3.7512946,0
1,36,0,0,0,1,1,0,1,2.4398777,1
0,27,0,0,1,1,0,0,1,1.8652244,1
1,30,0,0,1,1,1,0,1,2.3063464,0
0,48,0,0,0,1,1,0,1,1.8905421,1
0,31,0,0,0,0,0,0,1,2.1144555,1
0,29,0,0,0,1,1,0,1,1.7467306,0
1,46,1,0,0,1,0,1,0,2.5191507,0
0,28,0,0,0,0,1,0,1,2.4678576,1
0,42,0,0,0,0,0,0,1,2.4886916,1
0,55,1,0,0,0,1,0,1,2.9098814,1
0,58,0,0,0,0,1,1,0,2.2055609,1
0,20,0,0,1,0,0,0,1,2.519151,1
0,32,0,0,0,1,1,0,1,2.244714,1
0,27,0,0,0,0,0,0,1,1.9705849,1
1,40,0,0,0,1,1,0,1,2.9891546,0
0,47,0,0,0,1,1,0,1,2.2314687,1
0,48,0,0,0,0,1,0,1,2.1327486,1
0,20,0,0,0,1,0,0,1,2.3856196,1
0,39,0,0,1,1,1,0,1,2.4137905,1
0,47,0,0,1,0,1,0,0,3.3561683,1
0,58,0,0,0,0,1,1,0,2.2314687,1
1,46,0,0,0,1,1,0,0,3.461529,0
1,28,0,0,0,1,0,0,0,3.3561685,0
0,48,0,0,0,0,1,0,1,2.3345172,1
1,26,0,0,0,0,0,0,1,3.3458295,0
0,26,0,0,0,0,1,0,0,4.1363268,1
0,31,0,0,0,1,1,0,1,1.6634848,1
0,24,0,0,0,1,0,0,1,2.0083251,1
0,30,0,0,0,1,1,0,1,1.7082208,1
0,18,0,0,0,0,0,0,1,2.2388489,0
0,46,0,0,0,1,1,0,1,2.0248547,0
0,43,0,0,0,1,1,0,1,2.7422945,0
0,42,0,0,0,1,1,0,1,2.4063554,0
0,49,0,0,1,0,1,0,1,2.2006972,1
0,26,0,0,0,0,0,0,1,2.4013679,1
0,53,0,1,0,0,1,0,1,2.4013679,1
0,43,0,1,0,0,1,0,1,2.1782243,1
0,18,0,0,1,1,0,0,1,1.9657657,1
0,18,0,0,0,1,0,0,1,2.3782454,1
0,32,0,0,0,0,1,0,1,2.7729316,1
1,31,0,0,0,0,1,0,1,4.2522564,0
0,29,0,0,1,0,1,0,1,2.3944154,1
0,46,0,1,0,0,1,0,1,2.2314687,1
0,34,0,0,0,0,1,0,1,1.9313643,1
0,28,0,0,0,1,1,0,1,1.8260037,1
0,35,0,0,0,0,0,0,1,2.0491474,1
0,26,0,0,0,1,0,0,1,2.519151,0
0,48,0,0,0,0,1,0,1,2.9246159,1
0,55,0,0,0,0,1,0,1,1.8600593,1
0,22,0,0,1,1,0,0,1,1.7012682,1
1,48,0,0,0,1,1,0,0,4.3369975,0
0,41,0,0,0,0,1,0,1,2.806833,1
0,20,0,0,1,0,0,0,1,2.5576608,1
0,55,0,0,0,0,1,0,1,2.37605,1
0,35,0,0,0,0,1,0,1,2.2314687,1
0,44,0,0,0,1,1,0,1,1.969874,1
1,21,0,0,0,0,0,0,0,3.2122982,0
0,32,0,0,0,1,0,0,1,2.0491474,1
0,32,0,0,0,1,1,0,1,1.8260037,1
0,38,0,0,0,0,1,0,1,2.4013679,1
0,35,0,0,0,1,0,0,1,2.2960074,0
0,37,0,0,0,1,1,0,1,2.806833,0
0,45,0,0,0,0,1,0,1,2.2960074,1
1,25,0,0,0,0,0,1,0,3.0945151,0
0,34,0,0,0,1,0,0,1,0.21656583,0
0,47,0,0,0,0,1,0,1,2.3341591,1
0,41,0,0,0,0,1,0,1,2.2089961,1
1,24,0,0,1,0,0,0,0,3.4999802,0
0,39,0,0,0,0,1,0,1,2.9609838,1
1,32,1,0,1,0,1,0,1,2.044693,0
0,24,0,0,1,0,0,0,1,2.519151,1
0,26,0,0,0,1,1,0,1,1.9070716,1
1,40,0,0,1,1,1,0,1,2.6245115,0
0,26,0,0,1,1,1,1,0,1.8479828,1
0,47,0,0,0,0,1,0,1,2.7583313,1
0,32,0,0,0,1,1,0,1,3.6823018,0
1,45,0,0,0,0,1,0,0,4.4911485,0
1,36,0,0,1,0,1,0,1,3.5800228,0
0,45,0,1,0,0,1,0,1,1.4205387,1
0,53,0,1,0,1,1,0,1,1.9313643,1
0,37,0,0,0,0,1,0,1,0.54275769,1
0,36,0,0,0,0,1,0,1,2.159148,1
1,26,0,0,1,0,0,0,1,3.0787668,0
0,41,0,0,0,1,1,0,1,2.2388489,1
1,53,0,0,0,0,1,0,1,2.3913176,1
1,33,0,0,0,0,1,0,1,4.6882048,0
0,53,0,0,0,0,1,0,1,2.519151,1
0,40,0,0,0,0,1,0,1,2.6245115,1
0,40,0,1,0,1,0,0,1,2.1426263,0
0,32,0,0,1,1,0,0,1,2.0491474,0
0,29,0,0,1,1,1,0,1,2.0491474,1
1,24,0,0,1,0,0,0,1,2.9246159,0
0,45,0,0,0,0,1,0,1,3.3946197,0
0,37,0,0,0,1,1,0,1,1.8747938,1
0,24,0,0,0,1,0,0,1,1.7012682,1
0,22,0,0,0,0,0,0,1,2.9507034,1
0,46,0,1,0,0,1,0,1,3.4064541,1
0,39,0,0,0,1,0,1,0,2.4137905,0
0,32,0,0,0,0,1,0,1,2.0588775,1
0,43,0,0,0,1,0,0,1,2.806833,0
0,23,1,0,0,1,1,0,1,2.1782243,0
0,27,0,0,0,1,0,0,1,1.7955207,1
0,40,0,0,0,0,1,0,1,1.7687095,1
0,36,0,0,1,1,1,0,1,2.4016564,1
0,20,0,0,0,1,0,0,1,2.1136858,1
0,47,0,1,0,0,0,1,0,2.0491474,1
0,36,0,0,0,1,1,1,0,2.2322385,0
0,28,0,0,0,1,1,1,0,2.0319095,1
0,37,0,0,1,1,1,0,1,2.1521957,1
1,23,0,0,0,0,0,1,0,2.7378402,0
0,38,0,0,0,1,0,0,1,2.2210443,0
0,26,0,0,0,0,1,0,1,2.1136858,1
0,36,0,0,0,0,1,0,1,2.0883679,1
0,40,0,1,0,1,0,0,1,1.9657657,1
1,40,0,0,1,0,1,1,0,3.0299766,0
1,45,0,0,1,1,1,0,1,3.1330249,0
1,27,0,0,0,1,1,0,1,2.8061221,0
0,20,0,0,1,1,0,0,1,2.1136858,1
0,37,0,0,0,0,1,0,1,3.0787668,1
0,20,0,0,1,0,0,0,1,2.7014725,0
0,32,0,0,0,0,1,0,1,1.8747938,1
1,47,0,0,0,0,1,0,1,2.7422945,1
1,55,0,0,1,1,1,0,1,3.8385947,0
0,41,0,0,0,0,1,0,1,2.6061623,1
0,28,0,0,0,0,1,0,1,2.044693,1
0,26,0,0,0,1,1,0,1,1.6413701,1
0,29,0,0,0,1,1,0,1,2.096031,1
1,34,0,0,0,1,0,0,1,3.0581474,0
0,30,0,0,1,0,1,0,1,2.519151,1
0,18,0,0,1,0,0,0,1,2.2167342,0
0,26,0,0,0,0,0,0,1,2.3500745,1
0,64,0,0,0,0,1,0,1,2.1136858,1
0,31,0,0,0,0,1,0,1,2.2967768,1
0,46,0,0,0,0,1,1,0,2.2967768,1
0,54,0,0,0,0,0,1,0,2.2960074,0
0,27,0,0,0,0,1,0,1,3.0945151,1
0,40,0,0,0,0,1,0,1,2.7051694,1
0,34,0,0,0,1,1,0,1,2.0901554,1
1,25,0,0,0,1,0,0,1,3.9054453,0
0,29,0,0,0,0,1,0,1,1.9705849,1
0,37,0,0,0,0,1,0,1,2.4618568,1
0,54,0,0,0,1,1,0,1,2.0491474,0
0,34,0,0,0,1,1,0,1,0.6969083,0
0,34,1,0,0,0,1,0,1,3.4040058,0
1,47,0,0,0,0,1,0,1,3.0684862,0
0,36,0,0,0,0,1,0,1,2.0344126,1
0,41,0,0,0,0,1,0,1,2.0989511,1
0,29,0,0,0,1,1,0,1,1.7206433,1
0,45,0,1,0,1,1,0,1,2.2314687,1
0,46,0,0,0,1,1,0,1,1.8864926,1
1,43,0,0,1,1,0,0,1,3.5748577,0
0,59,0,0,0,1,1,0,1,2.519151,1
0,22,0,0,0,0,0,1,0,2.8713715,1
1,22,0,0,0,0,0,0,0,3.2122982,0
1,51,0,0,0,1,0,1,0,2.1136858,1
0,41,0,0,1,0,1,0,1,2.8918629,1
1,39,1,0,1,0,0,0,1,3.461529,0
0,25,0,0,0,0,1,0,1,2.1566302999999998,1
0,24,0,0,0,1,0,0,1,1.8260037,1
0,29,0,0,0,0,0,0,1,2.044693,1
0,38,0,0,0,1,0,0,1,2.2314687,1
0,32,0,0,0,0,1,1,0,2.1782243,1
0,37,0,0,0,0,1,1,0,2.5141385,1
0,45,0,0,0,1,1,0,0,4.0493155,1
1,56,0,0,0,1,0,0,1,2.8817105,0
0,58,0,0,0,1,1,0,0,3.3561685,1
0,22,0,0,0,0,0,0,1,1.315178,1
0,29,0,0,0,1,0,0,1,2.6526823,1
0,41,0,0,0,1,1,0,1,2.1826787,1
0,34,0,0,0,0,1,0,1,2.0883679,1
0,20,0,0,0,0,0,0,1,1.8260037,1
0,22,0,0,1,0,0,0,1,1.9213139,1
0,22,1,0,1,1,0,0,1,2.7014725,0
0,43,0,0,0,0,1,0,1,2.7378402,1
0,22,0,0,0,0,0,0,1,1.6028602,1
0,47,0,0,0,0,1,0,1,2.044693,1
1,50,0,0,1,0,1,0,1,3.889467,0
0,18,0,0,1,1,0,0,1,1.6028601,1
0,42,0,0,1,1,1,0,1,2.4137905,0
1,39,0,0,1,0,1,0,1,3.0945151,0
0,32,0,0,0,1,0,0,1,1.7664896,1
0,32,0,0,0,0,1,0,1,2.2960074,1
0,37,0,0,0,1,1,0,1,2.2167342,1
0,29,0,0,0,1,1,0,1,2.4013679,1
0,39,0,0,1,0,1,0,1,2.2089961,1
0,40,0,0,1,1,1,0,1,2.519151,0
0,40,0,0,0,1,1,0,1,1.6954372,1
1,49,0,0,0,0,1,0,1,3.9847772,0
0,26,0,0,0,0,1,1,0,2.0989511,1
0,26,0,0,0,1,0,0,1,1.8936623,1
0,37,0,0,1,0,1,0,1,3.5793121,0
1,30,1,0,0,1,0,0,1,1.9595351,0
0,22,0,0,0,0,0,0,1,3.519798,0
1,22,0,0,0,0,0,0,0,3.7980011,0
1,39,0,0,0,0,1,1,0,3.3073783,0
0,51,0,1,0,0,1,0,1,1.8652244,1
0,40,0,0,0,0,1,0,1,1.9705849,1
1,28,0,0,0,0,1,0,0,3.5487704,0
0,43,0,1,0,1,1,1,0,2.7422945,1
0,51,0,0,0,0,1,0,1,3.2122982,1
0,35,0,0,0,0,0,0,1,-0.67363763,1
0,51,0,0,0,1,1,1,0,2.0394001,1
0,34,0,1,0,0,1,0,1,2.0344126,1
0,63,0,1,0,0,1,0,1,2.1624761,1
0,28,0,0,0,1,0,0,1,1.2638848,1
0,27,0,0,0,0,1,0,1,2.4398777,1
0,40,0,0,0,0,1,0,1,2.488668,1
1,30,0,0,0,0,1,1,0,3.07795,0
0,42,0,0,0,0,1,0,1,1.9705849,1
0,20,0,0,0,1,1,0,1,2.0083253,1
1,55,0,0,0,1,1,1,0,3.0046587,0
1,22,0,0,0,1,0,0,1,3.0046587,0
1,30,0,0,0,1,1,0,0,3.9157841,0
0,22,0,0,0,0,0,0,1,1.0311105,1
0,38,0,0,0,0,0,0,1,2.4137905,1
0,31,0,0,0,1,1,0,1,2.0651841,1
0,30,0,0,0,0,0,0,1,2.1400032,1
