country,year,electricity,fiaccount,enrollment,gnipc,agemployment,indemployment,servicesemployment,lfp,lfpfemale,lfpmale,population,urbanpop
AFG,2017,97.7,14.89,NA,NA,43.99,18.03,37.98,39.26,21.23,73.36,35643418,25.25
AGO,2017,42.91,NA,NA,3935.43,58.83,7.66,33.51,NA,74.91,79.76,30208628,64.84
ARG,2017,100,48.71,99.48,11864.77,7.94,20.67,71.39,38.96,47.69,70.44,44044811,91.75
ARM,2017,99.7,47.76,92.31,3609.38,31.34,16.71,51.95,35.12,55.72,69.49,2851923,63.1
AUS,2017,100,99.52,96.5,NA,2.6,19.43,77.97,66.89,59.84,70.68,24594202,85.9
AUT,2017,100,98.16,88.64,36509.86,3.93,24.92,71.15,54.94,55.89,66.8,8797566,58.09
BHR,2017,100,82.61,98.73,18089.75,1.03,35.29,63.68,NA,43.59,86.71,1456834,89.19
BGD,2017,88,50.05,NA,1126.68,40.6,20.42,38.98,40.46,36.45,80.89,161793964,35.86
BRB,2017,100,NA,96.55,NA,3.11,19.3,77.59,41.37,60.54,68.65,279187,31.16
BLR,2017,98.74,81.16,95.93,4799.89,9.1,31.33,59.57,48.37,58.13,70.6,9458989,78.13
BEL,2017,100,98.64,99.11,34382.56,1.16,20.76,78.08,28.08,48.74,59.18,11375158,97.96
BLZ,2017,94.15,NA,99.35,3749.78,17.42,15.7,66.89,46.93,49.01,79.87,374693,45.6
BEN,2017,34.5,38.49,97.03,947.27,32.49,20.95,46.56,NA,58.3,70.07,11596779,46.77
BTN,2017,97.7,NA,89.7,2425.92,56.84,9.95,33.21,NA,55.07,70.23,756121,40.17
BOL,2017,91.8,54.41,91.49,2683.06,30.49,20.14,49.37,44.54,59.14,78.14,11435533,69.08
BIH,2017,100,58.84,NA,4281.36,18.87,29.51,51.62,32.19,35.41,57.55,3440027,47.88
BWA,2017,67.4,51.03,NA,5048.58,20.57,15.35,64.09,NA,57.3,68.75,2401840,68.7
BRA,2017,99.8,70.04,97.55,7348.74,9.35,20.81,69.84,56.03,53.75,74.37,208504960,86.31
BGR,2017,98.06,72.2,88.09,6457.4,7.01,29.9,63.09,26.3,49.52,61.67,7075947,74.67
BFA,2017,17.01,43.16,77.01,593.55,75.59,6.39,18.01,NA,57.74,73.58,19835858,28.74
BDI,2017,9.3,NA,95.55,186.14,86.31,3.47,10.22,NA,80.99,78.21,11155593,12.71
CPV,2017,88.61,NA,92.99,2547.18,13.62,21.91,64.48,35.78,52.17,66.37,564954,65.26
KHM,2017,89.07,21.67,90.8,1113.84,38.21,25.49,36.3,71.62,67.42,80.61,15830689,22.98
CMR,2017,60.9,34.59,92.87,1156.55,45.08,14.62,40.31,NA,67.11,76.94,24393181,55.78
CAN,2017,100,99.73,NA,36589.15,1.52,19.53,78.95,63.91,61.48,70.16,36545236,81.35
CAF,2017,14.07,13.75,NA,307.01,70.17,6.4,23.43,NA,63.11,78.39,4996741,40.98
TCD,2017,10.9,21.76,NA,436.13,71.2,8.4,20.4,NA,49.15,72,15085884,22.86
CHL,2017,99.7,74.35,94.78,11054.32,9.34,22.72,67.94,34.22,48.72,71.49,18368577,87.49
CHN,2017,100,79.53,NA,6900.85,26.98,28.11,44.91,NA,62.06,74.5,1396215000,57.96
COL,2017,98.5,45.76,97.35,5270.53,16.53,19.42,64.05,49.23,57.65,80.65,48351671,80.45
COM,2017,78.71,NA,84.18,1253.49,36.16,19.29,44.55,NA,32.88,55.76,761664,28.78
COD,2017,17.99,25.83,NA,378.34,57.77,9.43,32.81,NA,62.48,69.66,84283273,43.88
COG,2017,46.21,26.09,NA,852.25,35.74,22.22,42.04,NA,66.79,69.13,5312340,66.46
CRI,2017,99.6,67.84,96.55,11022.61,16.91,17.48,65.61,42.63,45.74,74.05,4993842,78.56
CIV,2017,65.6,41.33,88.61,1907.28,41.89,12.51,45.59,29.25,55.47,73.73,24848016,50.33
HRV,2017,100,86.14,97.99,11076.06,6.98,26.42,66.61,35.68,45.54,58.18,4124531,56.67
CUB,2017,99.4,NA,95.69,7034.86,18.08,17.01,64.9,NA,42.25,70.34,11336405,76.98
CZE,2017,100,80.99,89.36,14111.51,2.8,38.06,59.14,31.65,52.29,68.54,10594438,73.68
DNK,2017,100,99.92,98.86,47382.35,2.11,18.94,78.95,60.38,57.62,65.93,5764980,87.76
DJI,2017,60.2,NA,59.97,2107.42,1.32,5.64,93.04,14.78,18.13,46.81,1040233,77.65
DMA,2017,98.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,70403,70.18
DOM,2017,100,56.24,94.34,6703.45,9.58,19.42,71,43.6,48.86,75.83,10647244,80.28
ECU,2017,99.2,51.25,98.03,4831.88,27.69,18.55,53.75,45.24,56.16,80.33,16696944,63.67
EGY,2017,100,32.78,98.59,2879.53,25.04,26.56,48.39,28.96,22.15,67.46,101789386,42.71
SLV,2017,96.8,30.35,80.97,3182.97,18.57,21.89,59.54,46.59,45.04,75.07,6266654,71.28
GNQ,2017,66.35,NA,NA,3416.35,55.74,14.15,30.11,NA,51.26,59.56,1450694,71.65
ERI,2017,48.02,NA,52.26,NA,64.72,8.32,26.96,NA,71.34,85.95,3396933,39.45
EST,2017,100,97.99,93.93,15591.01,3.53,29.96,66.51,46.05,57,70.53,1317384,68.72
SWZ,2017,73.5,NA,82.59,2829.16,12.92,24.33,62.74,NA,47,55.24,1151390,23.63
ETH,2017,44.3,34.83,NA,580.81,65.96,9.38,24.66,NA,74.52,87.08,108197950,20.31
EMU,2017,100,95.3,97.97,29599.51,3.11,23.56,73.33,39.39,51.21,63.34,341246081,76.77
FJI,2017,96,NA,NA,NA,29.96,14.24,55.79,NA,38.41,76.46,919019,55.74
FIN,2017,100,99.79,98.69,36626.72,3.76,22.16,74.08,53.24,55.19,62.66,5508214,85.33
FRA,2017,100,94,99.47,31675.96,2.61,20.41,76.98,34.98,51.31,60.38,66918020,80.18
GAB,2017,86.27,58.6,NA,4495.87,31.05,14.14,54.81,NA,39.66,56.86,2140215,88.98
GMB,2017,56.2,28.56,80.15,441.77,50.86,6.76,42.38,NA,55.07,66.32,2381182,60.6
GEO,2017,100,61.23,99.24,3566.06,43.13,13.17,43.7,44.44,56.75,77.36,3728004,58.23
DEU,2017,100,99.14,90.35,36063.08,1.28,27.4,71.32,49.86,55.92,66.72,82657002,77.26
GHA,2017,79,57.72,85.74,1397.59,42.02,17.5,40.48,46.36,65.17,73.23,30222262,55.41
GRC,2017,100,85.47,98.22,15264.71,12.08,15.41,72.51,24.89,44.89,58.78,10754679,78.72
GRD,2017,92.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,120921,36.16
GTM,2017,93.3,44.11,88.2,3486.14,31.78,19,49.22,52.48,38.7,84.16,16087418,50.68
GIN,2017,35.4,23.49,NA,703.77,61.05,6.46,32.49,NA,44.73,64.61,12240789,35.79
GNB,2017,26,NA,NA,546.18,55.21,10.07,34.72,NA,48.78,63.87,1879826,42.95
GUY,2017,89.99,NA,NA,NA,18.51,22.76,58.73,NA,41.97,67.59,763252,26.54
HTI,2017,43.29,32.62,NA,1407.4,47.02,11.94,41.04,NA,62.25,69.83,10863543,54.35
HND,2017,86.5,45.34,80.47,2096.6,31.98,20.68,47.33,54.97,45.71,82.85,9626842,56.46
HUN,2017,100,74.94,96.51,10793.93,5.04,31.52,63.44,32.44,47.98,65.08,9787966,71.06
IND,2017,91.79,79.88,NA,1584.4,43.94,24.85,31.21,NA,21.55,74.06,1354195680,33.6
IDN,2017,98.14,48.86,94.94,2859.37,30.79,22.02,47.19,46.44,51.9,81.46,264498852,54.66
IRN,2017,99.94,93.98,99.77,4190.16,16.59,32.36,51.05,27.7,17.33,69.66,84505076,74.39
IRQ,2017,99.88,22.67,NA,5295.87,20.82,20.65,58.53,27.4,11.35,73.53,39621162,70.28
IRL,2017,100,95.34,99.88,36518.09,5.05,18.84,76.11,46.69,55.65,68.54,4807388,62.95
ISR,2017,100,92.81,97.32,32775.63,1,17.38,81.62,51.12,59.24,68.92,8713300,92.34
ITA,2017,100,93.79,97.24,25976.95,3.78,26,70.21,26.18,40.93,59.36,60536709,70.14
JAM,2017,97.37,NA,82.87,4703.34,16.76,15.72,67.51,36.48,58.82,73.17,2808376,55.38
JPN,2017,100,98.24,NA,28300.51,3.33,24.76,71.92,44.59,51.06,70.49,126972000,91.54
JOR,2017,100,42.49,80.21,NA,3.38,20.15,76.48,29.15,16.58,61.49,10215381,90.75
KAZ,2017,100,58.7,99.1,7963.9,16.94,20.43,62.63,NA,66.07,75,18037776,57.34
KEN,2017,55.83,81.57,NA,1269.04,35.18,14.29,50.53,NA,71.61,76.97,48948137,26.56
KIR,2017,85.67,NA,96.09,2750.81,NA,NA,NA,NA,NA,NA,120362,53.26
PRK,2017,44.19,NA,NA,NA,45.07,13.84,41.09,NA,69.36,80.15,25516321,61.68
KOR,2017,100,94.85,97.55,25119.07,4.92,25.27,69.8,28.06,53.04,74,51361911,81.5
XKX,2017,NA,52.27,NA,NA,NA,NA,NA,23.7,NA,NA,1791003,NA
KWT,2017,100,79.84,91.66,27347.04,2.11,25.21,72.68,NA,49.38,87.47,4124904,100
KGZ,2017,100,39.94,98.52,968.67,23.55,23.21,53.24,42.26,46.02,75.21,6198200,36.14
LAO,2017,93.6,29.06,92.49,NA,61.05,9.74,29.22,49.45,56.01,63.53,6997917,34.37
LVA,2017,100,93.22,97.11,11739.71,6.87,23.31,69.83,39.74,55.15,67.77,1942248,68.08
LBN,2017,99.85,44.75,NA,7179.6,3.8,21.51,74.68,NA,27.69,69.57,6109252,88.43
LSO,2017,33.7,45.56,NA,954.54,30.19,34.13,35.69,NA,57.41,72.73,2170617,27.73
LBR,2017,24.2,35.71,44.57,NA,40.62,8.22,51.16,22.71,72.04,81.87,4796631,50.7
LBY,2017,70.58,65.67,NA,NA,18.19,17.99,63.82,NA,34.04,60.96,6378261,79.82
LIE,2017,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37889,14.32
LTU,2017,100,82.88,99.6,13226.35,7.78,25.13,67.08,35.05,55.78,66.33,2828403,67.52
LUX,2017,100,98.77,98.36,62841.49,1.39,10.76,87.85,30.45,54.98,63.64,596336,90.73
MDG,2017,24.1,17.87,NA,370.13,74.5,9.74,15.76,NA,83.17,88.46,26169542,36.52
MWI,2017,12.7,33.71,NA,NA,63.67,7.66,28.67,53.63,63.42,72.25,17881167,16.71
MYS,2017,99.98,85.34,NA,7352.87,11.02,27.5,61.48,43.02,51.16,77.65,31975806,75.45
MDV,2017,99.8,79.55,95.43,7154.86,8.72,23.62,67.66,NA,41.61,73.09,472442,39.38
MLI,2017,34.78,35.42,67.34,625.49,63.13,8.24,28.63,58.8,57.87,80.25,19311355,41.57
MLT,2017,100,97.36,99.55,NA,1,19.81,79.19,52.91,46.1,68.96,467999,94.55
MRT,2017,42.9,20.87,78.32,1505.1,31.98,17.77,50.25,20.61,26.19,57.45,4160015,52.82
MUS,2017,99.61,89.84,96.18,9462.19,6.95,24.69,68.36,44.79,45.16,73.61,1264887,40.84
MEX,2017,100,36.93,99.17,7950.12,13.12,26.01,60.87,43.81,43.33,78.29,122839258,79.87
MDA,2017,99.98,43.79,89.71,2950.62,35.53,15.68,48.78,41.51,40.41,48.27,2755189,42.56
MNG,2017,93.62,92.97,98.85,3035.36,28.78,19.22,52,26.93,53.87,65.48,3096030,68.36
MAR,2017,100,28.64,96.95,2624.38,35.27,22.24,42.49,NA,22.88,68.1,35528115,61.91
MOZ,2017,24.3,41.67,89.87,472.04,71.84,8.33,19.83,NA,78.22,79.75,28569441,35.46
MMR,2017,69.81,25.99,97.66,1113.28,51.34,15.7,32.96,51.6,47.67,76.76,52288341,30.32
NAM,2017,52.5,80.63,98.14,4335.73,21.39,17.6,61.01,NA,55.47,64.31,2364534,49.01
NPL,2017,86.62,45.39,96.48,940.69,63.79,15.29,20.91,29.5,27.61,54.36,28183426,19.34
NLD,2017,100,99.64,99.03,39428.04,2.27,16.52,81.21,68.35,58.8,69.37,17131296,91.08
NZL,2017,100,99.18,99.18,33626.75,6.31,20.65,73.04,63.2,65.57,76.55,4813600,86.47
NIC,2017,84.63,30.86,NA,1864.36,29.75,18,52.24,NA,49.11,82.61,6480532,58.3
NER,2017,17.58,15.52,66.49,492.38,72.41,7.22,20.37,13.93,62.11,84.7,21737922,16.35
NGA,2017,54.4,39.67,NA,1986.66,36.3,12.14,51.57,NA,51.89,63.4,193495907,49.52
NOR,2017,100,99.75,99.88,60351.57,2.06,19.4,78.53,53.74,60.36,66.89,5276968,81.87
OMN,2017,100,NA,97.87,10643.46,4.65,43.41,51.94,40.01,30.59,88.23,4541854,83.56
PAK,2017,92.66,21.29,65.49,1170.56,39.85,24.3,35.86,NA,22.47,79.59,216379655,36.44
PLW,2017,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,17837,79.37
PAN,2017,93.7,46.49,86.78,NA,14.49,18.55,66.96,43.63,50.49,76.75,4096063,67.37
PNG,2017,19.23,NA,NA,NA,20.04,9.08,70.89,NA,46.69,48.19,9114796,13.1
PRY,2017,99.3,48.65,NA,5618.41,20.18,20.09,59.73,56.38,56.83,83.63,6355404,61.3
PER,2017,94.8,42.6,98.88,5404.83,26.2,16.42,57.39,62.19,69.45,84.83,31605486,77.72
PHL,2017,93,34.5,95.03,3310.94,25.44,18.27,56.29,37.1,44.89,73.27,106738501,46.68
POL,2017,100,86.73,97.16,11533.45,10.22,31.67,58.11,34.8,49.2,65.84,37974826,60.11
PRT,2017,100,92.34,97.71,16468.2,6.4,24.74,68.86,33.98,54.06,64.51,10300300,64.65
QAT,2017,100,NA,97.78,NA,1.25,54.5,44.25,67.77,57.59,95.55,2711755,99.08
ROU,2017,100,57.75,85.71,8233.84,22.78,30.12,47.1,29.95,45.95,64.71,19588715,53.94
RUS,2017,100,75.76,97.84,7308.5,5.9,26.97,67.13,35.37,55.37,71.23,144496739,74.29
RWA,2017,34.1,50.02,96.93,611.61,60.36,13.21,26.43,43.31,54.71,66.78,12230339,17.13
WSM,2017,96.8,NA,96.2,3599.72,25.96,15.65,58.38,43.61,41.04,66.61,207630,18.45
SMR,2017,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,34056,97.07
SAU,2017,99.97,71.7,95.78,16111.05,3.91,26.35,69.75,16.85,20.1,78.77,34193122,83.62
SEN,2017,61.7,42.34,76.46,1199.95,28.1,18.71,53.19,26.26,35.68,57.19,15157793,46.74
SRB,2017,100,71.44,98.56,4774.88,17.22,25.3,57.48,30.64,46.16,62.82,7020858,55.94
SLE,2017,23.4,19.81,NA,524.97,49.17,9.18,41.64,NA,52.63,56.74,7677565,41.64
SGP,2017,100,97.93,99.97,NA,0.44,15.6,83.95,38.24,61.71,78.64,5612253,100
SVK,2017,100,84.18,83.15,13693.42,2.71,37.16,60.13,33.18,52.68,67.73,5439232,53.75
SVN,2017,100,97.53,98.31,17713.97,5.56,33.25,61.19,39.15,53.79,63.15,2066388,54.27
SOM,2017,52.1,NA,NA,NA,29.27,16.92,53.81,NA,20.98,47.53,14864221,44.39
ZAF,2017,84.4,69.22,92.45,5193.01,16.8,20.54,62.67,31.43,52.29,65.94,56641209,65.85
SSD,2017,4.2,8.57,NA,NA,62.64,12.96,24.4,NA,70.03,71.42,10658226,19.35
ESP,2017,100,93.76,97.34,22994.05,4.35,20.06,75.59,33.33,52.18,63.79,46593236,80.08
LKA,2017,97.5,73.65,99.28,3719.46,26.07,28.4,45.52,32.77,36.15,73.7,21506813,18.38
SDN,2017,52.97,NA,61.7,640.96,41.26,14.75,43.99,NA,28.59,68.83,40679828,34.37
SUR,2017,96.63,NA,86.07,NA,7.71,25.76,66.53,NA,45.33,67.11,587559,66.04
SWE,2017,100,99.74,99.42,44439.05,1.83,18.16,80,54.7,61.03,67.69,10057698,87.15
CHE,2017,100,98.43,99.62,64499.27,3.11,20.51,76.38,68.67,62.59,74.46,8451840,73.76
SYR,2017,89.63,NA,NA,NA,13.81,21.15,65.04,NA,16.24,72.77,18983373,53.5
TJK,2017,99.3,47.02,99.1,1177.82,45.51,18.38,36.11,NA,31.94,52.07,8925525,26.98
TZA,2017,32.1,46.75,84.56,848.22,66.34,6.61,27.04,NA,80.17,87.87,56267032,33.05
THA,2017,99.9,81.59,NA,NA,31.53,22.9,45.57,40.84,59.4,76.19,70898202,49.2
TLS,2017,79.54,NA,96.16,1261.05,44.51,11.88,43.6,NA,61.74,72.85,1243235,30.21
TGO,2017,48,45.29,92.61,693.31,33.79,19.33,46.88,25.17,55.74,60.4,7852795,41.16
TUR,2017,100,68.59,94.88,NA,19.38,26.54,54.08,43.22,33.46,72.27,82089826,74.64
TKM,2017,100,40.58,NA,NA,25.09,32.08,42.83,NA,48.18,45.89,5968383,51.15
TCA,2017,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,39844,92.82
UGA,2017,32.39,59.2,NA,684.72,65.1,8.65,26.26,55.62,67.31,73.35,40127085,23.2
UKR,2017,100,62.9,NA,2109.91,15.41,24.3,60.3,34.39,49.83,64.11,44831135,69.25
ARE,2017,100,88.21,98.74,39840.86,1.79,34.4,63.81,52.83,52.77,91.76,9068296,86.25
GBR,2017,100,96.37,99.57,38785.94,1.16,18.26,80.58,57.48,57.79,68.26,66058859,83.14
USA,2017,100,93.12,95.56,50196.67,1.77,19.43,78.8,55.47,56.41,68.42,325122128,82.06
URY,2017,99.8,63.87,99.64,14240.55,8.74,19.73,71.52,48.03,56.08,72.95,3422200,95.24
UZB,2017,99.97,37.09,98.59,NA,25.77,23.71,50.52,NA,40.83,73.05,32388600,50.55
VEN,2017,99.2,73.49,89.68,NA,8.09,20.06,71.85,42.18,46.38,74.96,30563433,88.18
VNM,2017,100,30.8,NA,1872.4,40.16,25.78,34.07,56.47,71.47,81.09,94033048,35.21
YEM,2017,79.2,NA,NA,NA,30.65,11.1,58.25,NA,5.93,69.04,30034389,36.02
ZMB,2017,40.3,45.86,85.1,NA,58.8,12.24,28.96,24.62,52.04,65.57,17298054,42.98
ZWE,2017,43.98,55.29,NA,1204.03,64.56,9.35,26.09,NA,60.63,72.37,14751101,32.24
DZA,2017,99.53,42.78,99.49,3560.94,10.16,30.98,58.86,26.42,16.69,66.07,41136546,72.05
AFG,2018,93.43,NA,NA,NA,44.4,18.12,37.48,NA,21.58,73.18,36686784,25.5
AGO,2018,45.29,NA,NA,2629.9,59.3,7.4,33.3,NA,74.95,79.65,31273533,65.51
ARG,2018,99.99,NA,NA,11086.62,7.83,20.21,71.95,39.41,49.17,70.5,44494502,91.87
ARM,2018,99.9,NA,90.84,3779.29,30.65,16.83,52.53,41.09,55.67,69.44,2836557,63.15
AUS,2018,100,NA,NA,NA,2.62,19.89,77.5,67.85,60.48,70.95,24966643,86.01
AUT,2018,100,NA,NA,37169.6,3.69,25.44,70.87,55.81,55.91,67.1,8840521,58.3
BHR,2018,100,NA,98.1,17485.88,1.01,35.2,63.79,NA,44.12,87.09,1487340,89.29
BGD,2018,86.92,NA,NA,1218.98,39.42,20.67,39.91,NA,36.69,80.96,163683958,36.63
BRB,2018,100,NA,98.39,NA,3.1,18.24,78.66,44.2,59.51,68.1,279688,31.15
BLR,2018,99.35,NA,95.21,5012.56,8.73,31.69,59.58,45.97,57.63,70.91,9438785,78.6
BEL,2018,100,NA,NA,34690.3,0.99,21.06,77.94,29.63,49.53,59.06,11427054,98
BLZ,2018,91.72,NA,99.01,3679.89,17.43,17.49,65.09,NA,49.26,79.94,382066,45.72
BEN,2018,39.01,NA,97.21,977.87,30.61,21.38,48.01,32.75,56.28,69.32,11940683,47.31
BTN,2018,99.96,NA,90.07,2504.51,56.53,9.9,33.56,26.12,54.96,70.4,762096,40.9
BOL,2018,92.8,NA,93.18,2770.01,31.07,19.58,49.35,49.61,63.59,80.03,11606905,69.43
BIH,2018,100,NA,NA,4546.44,15.72,32.13,52.14,32.11,34.89,57.69,3400129,48.25
BWA,2018,68.25,NA,NA,4870.79,19.81,15.45,64.74,NA,57.95,69.12,2451409,69.45
BRA,2018,99.7,NA,NA,7311.55,9.15,20.43,70.42,56.14,54.05,74.2,210166592,86.57
BGR,2018,98.7,NA,NA,6641.64,6.58,30.11,63.31,23.69,49.22,61.93,7025037,75.01
BFA,2018,14.4,NA,79.34,622.41,75.14,6.48,18.38,25.54,57.77,73.44,20392723,29.36
BDI,2018,9.51,NA,93.42,195.35,86.18,3.46,10.36,NA,81,78.23,11493472,13.03
CPV,2018,90.2,NA,93.53,2727.19,11.84,21.88,66.28,32.6,48.75,62.54,571202,65.73
KHM,2018,80.7,NA,90.69,1214.95,39.03,24.96,36.01,NA,68.58,81.67,16025238,23.39
CMR,2018,62.2,NA,NA,1179.13,44.38,14.73,40.89,NA,67.16,76.78,25076747,56.37
CAN,2018,100,NA,NA,36633.13,1.49,19.57,78.94,63.34,61.29,69.63,37065084,81.41
CAF,2018,14.64,NA,NA,371.82,69.46,6.4,24.14,NA,63.19,78.12,5094780,41.36
TCD,2018,10.06,NA,NA,460.54,70.39,8.93,20.69,38.51,48.49,71.59,15604210,23.06
CHL,2018,100,NA,NA,10985.7,9.3,22.31,68.39,33.68,49.29,70.77,18701450,87.56
CHN,2018,100,NA,NA,7143.5,26.03,27.6,46.37,NA,61.71,73.78,1402760000,59.15
COL,2018,98.5,NA,97.76,5286.76,16.71,19.99,63.3,48.12,56.93,80.37,49276961,80.78
COM,2018,81.02,NA,81.74,1285.3,35.75,19.33,44.92,NA,32.95,55.48,776313,28.97
COD,2018,18.68,NA,NA,426.3,57.03,9.68,33.29,NA,62.51,69.56,87087355,44.46
COG,2018,47.04,NA,NA,733.55,36.33,21.29,42.39,NA,66.85,68.96,5441062,66.92
CRI,2018,99.7,NA,97.41,11118.51,17.84,18.46,63.7,45.63,48.5,76.01,5040734,79.34
CIV,2018,67.15,NA,93.69,1929.92,43.95,11.44,44.61,NA,55.86,73.3,25493988,50.78
HRV,2018,100,NA,NA,11675.86,6.24,27.42,66.34,33.49,45.48,57.36,4087843,56.95
CUB,2018,99.61,NA,97.84,7115.4,17.82,17.07,65.12,NA,42.32,70.49,11328244,77.04
CZE,2018,100,NA,NA,14549.27,2.8,37.5,59.7,30.41,52.78,68.71,10629928,73.79
DNK,2018,100,NA,NA,48215.85,2.19,18.91,78.9,60.07,57.57,66.18,5793636,87.87
DJI,2018,62.41,NA,62.11,2373.31,1.26,5.77,92.97,NA,18.25,46.45,1057198,77.78
DMA,2018,99.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,70823,70.48
DOM,2018,98.9,NA,93.87,7034.25,9.33,19.59,71.08,44.67,50.13,77.38,10765531,81.07
ECU,2018,98.7,NA,97.58,4690.05,28.82,18.53,52.65,44,54.47,79.04,17015672,63.82
EGY,2018,100,NA,98.46,2922.86,21.66,26.87,51.47,24.46,18.38,67.91,103740765,42.7
SLV,2018,97,NA,81.6,3183.66,16.71,22.2,61.09,46.33,44.79,74.72,6276342,72.02
GNQ,2018,66.46,NA,NA,3244.26,55.4,14.02,30.58,NA,51.32,59.38,1502091,72.14
ERI,2018,49.15,NA,51.83,NA,62.86,8.37,28.77,NA,71.14,85.64,3445374,40.08
EST,2018,100,NA,NA,16425.95,3.29,29.65,67.06,47.33,57.27,70.71,1321977,68.88
SWZ,2018,73.96,NA,NA,3004.77,12.66,24.18,63.15,NA,47.08,54.98,1160428,23.8
ETH,2018,44.84,NA,NA,627.46,64.96,9.6,25.44,NA,74.59,86.8,111129438,20.76
EMU,2018,100,NA,97.31,30028.34,3.02,23.54,73.44,39.63,51.31,63.35,342065158,76.99
FJI,2018,95.06,NA,NA,NA,29.5,14.27,56.23,NA,38.45,76.35,918996,56.25
FIN,2018,100,NA,NA,37328.78,3.71,22.34,73.95,53.08,55.86,63.09,5515525,85.38
FRA,2018,100,NA,NA,31958.58,2.5,20.23,77.27,35.67,51.43,60.21,67158348,80.44
GAB,2018,89.57,NA,NA,5631.31,30.62,14.63,54.74,NA,39.59,57.07,2192012,89.37
GMB,2018,60.3,NA,81.81,502.25,49.61,6.89,43.51,41.37,56.06,65.93,2444916,61.27
GEO,2018,99.9,NA,99.21,3836.43,38.9,14.39,46.71,40.44,55.65,73.7,3726549,58.63
DEU,2018,100,NA,NA,36426.25,1.25,27.34,71.41,50.28,55.97,66.81,82905782,77.31
GHA,2018,80.4,NA,85.01,1489.48,41.03,18.02,40.95,NA,65.24,73.04,30870641,56.06
GRC,2018,100,NA,NA,15474.84,12.27,15.25,72.48,23.15,44.49,58.74,10732882,79.06
GRD,2018,92.3,NA,99.24,NA,NA,NA,NA,NA,NA,NA,121838,36.27
GTM,2018,94.21,NA,89.21,3561.65,32.92,19.1,47.98,52.41,38.45,83.52,16346950,51.05
GIN,2018,45,NA,NA,728.24,60.29,6.6,33.1,NA,43.5,64.45,12554864,36.14
GNB,2018,28.38,NA,NA,507.7,51.88,10.04,38.08,35.27,48.82,63.71,1924955,43.36
GUY,2018,90.89,NA,NA,NA,15.91,24.94,59.14,48.65,42.42,66.57,785514,26.61
HTI,2018,44.44,NA,NA,1405.56,46.66,11.97,41.37,NA,62.35,69.76,11012421,55.28
HND,2018,91.6,NA,NA,2049.25,30.96,20.13,48.92,57.83,50.32,83.04,9792850,57.1
HUN,2018,100,NA,NA,11358.13,4.85,32.42,62.73,32.26,48.31,65.69,9775564,71.35
IND,2018,95.7,NA,NA,1658.8,43.33,24.95,31.72,26.74,20.54,73.11,1369003306,34.03
IDN,2018,98.51,NA,94.38,2995.06,29.71,22.27,48.01,47.61,53.09,82.19,267066843,55.33
IRN,2018,100,NA,NA,3585.3,16.65,32.4,50.95,27.19,17.41,70.19,85617562,74.9
IRQ,2018,99.9,NA,NA,6469.24,20.61,20.55,58.83,NA,11.42,73.89,40590700,70.47
IRL,2018,100,NA,NA,37821.02,4.77,18.81,76.42,46.72,56.04,68.51,4867316,63.17
ISR,2018,100,NA,NA,33269.15,0.96,17.25,81.79,49.88,59.77,68.23,8882800,92.42
ITA,2018,100,NA,NA,26375.51,3.76,26.1,70.14,26.08,41.1,59.39,60421760,70.44
JAM,2018,98.15,NA,81.38,4772.63,16.26,16.12,67.61,34.32,58.55,73.11,2811835,55.67
JPN,2018,100,NA,NA,28113.34,3.4,24.44,72.16,47.39,52.41,71.14,126811000,91.62
JOR,2018,99.9,NA,80.95,NA,3.74,19.66,76.6,26.38,14.62,61.33,10459865,90.98
KAZ,2018,100,NA,98.94,7854.65,16.32,20.53,63.15,NA,66,74.86,18276452,57.43
KEN,2018,61.18,NA,NA,1331.4,34.3,14.68,51.02,NA,71.8,76.46,49953304,27.03
KIR,2018,87.47,NA,NA,2780.22,NA,NA,NA,NA,NA,NA,122261,54.06
PRK,2018,46.3,NA,NA,NA,45.06,13.59,41.35,NA,69.7,80.28,25638149,61.9
KOR,2018,100,NA,NA,25277.22,5,25.2,69.8,27.33,53.15,73.65,51585058,81.46
XKX,2018,NA,NA,NA,NA,NA,NA,NA,22.79,NA,NA,1797085,NA
KWT,2018,100,NA,88.24,28616.2,2.07,25.09,72.84,NA,48.97,87.34,4317185,100
KGZ,2018,100,NA,98.67,1061.58,20.43,24.63,54.94,44.05,44.28,74.45,6322800,36.35
LAO,2018,92.9,NA,91.47,NA,60.05,9.97,29.97,NA,55.91,63.31,7105006,35
LVA,2018,100,NA,NA,12404.23,6.97,23.66,69.37,37.71,55.78,68.34,1927174,68.14
LBN,2018,99.7,NA,NA,7160.53,3.77,21.13,75.1,NA,28.49,70,5950839,88.59
LSO,2018,47,NA,NA,1001.6,30.26,34.03,35.71,NA,57.48,72.49,2198017,28.15
LBR,2018,22.77,NA,NA,NA,40.2,8.09,51.71,NA,72.11,81.61,4889391,51.15
LBY,2018,67,NA,NA,NA,17.4,18.57,64.02,NA,34.13,60.89,6477793,80.1
